"Institution","Program","Credential_Type","Status","Program_URL","Min_Avg_Final","Competitive_Final","Avg_Total","English_Req","English_Min","Eng_30_2_Allowed","Math_Req","Math_Min","Social_Req","Social_Min","Science_Req","Science_Min","Bio_30_Req","Chem_30_Req","Phys_30_Req","Sci_30_Req","Elective_Qty","Elective_Pool","Pool_Allows_Group_A","Pool_Allows_Group_B","Pool_Allows_Group_C","Pool_Allows_Group_D","Requirement_Type","HS_Diploma_Req","Math_Assessment_Flag","ELP_Tests_Mentioned"
"MacEwan","pimâcihisowin Foundation Program (PFP)","Other","Active","https://calendar.macewan.ca/programs/university-entrance/foundation-pimacihisowin/","65","Minimum Only","","30-1","65","","","50","","50.0","","50.0","","","","","0","","","","","","","","",""
"MacEwan","Public Relations","Other","Suspended","https://calendar.macewan.ca/programs/degree-programs/bcs-public-relations/","65","Minimum Only","","30-1","65","","","50","","50.0","","50.0","","","","","0","","","","","","","","",""
"MacEwan","Sustainability Studies","Other","Active","https://calendar.macewan.ca/programs/certificates-achievement/sustainability/","65","Minimum Only","","30-1","65","","","50","","50.0","","50.0","","","","","0","","","","","","","","",""
"MacEwan","Human Service Administration","Other","Active","https://calendar.macewan.ca/programs/applied-degree-programs/bahsa-human-service-admin/","Requires Degree/Diploma","Minimum Only","","30-1","65","","","50","","50.0","","50.0","","","","","0","","","","","","","","",""
"MacEwan","Academic Upgrading","Other","Active","https://calendar.macewan.ca/programs/university-entrance/university-preparation/","65","Minimum Only","","30-1","65","","30-1","50","30-1","50.0","Bio 30, Chem 30, Sci 30","50.0","","","","","0","","","","","","","","",""
"MacEwan","Massage Therapy","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/massage-therapy/","60","Minimum Only","","30-1 or 30-2","65","","","50","","50.0","Bio 30","50.0","","","","","Check Notes","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Hearing Aid Practitioner","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/hearing-aid-practitioner/","65","Minimum Only","","30-1 or 30-2","65","","","50","","50.0","","50.0","","","","","Check Notes","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Child and Youth Care","Other","Active","https://calendar.macewan.ca/programs/degree-programs/bcyc-child-youth-care/","65","Minimum Only","","30-1","65","","","50","","50.0","","50.0","","","","","Four","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Library and Information Technology","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/library-information-technology/","65","Minimum Only","","30-1","65","","","50","","50.0","","50.0","","","","","Four","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Anthropology","Other","Active","https://calendar.macewan.ca/programs/degree-programs/ba-anthropology/","65","Minimum Only","","30-1","65","","30-1","50","","50.0","","50.0","","","","","Four","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Economics","Other","Active","https://calendar.macewan.ca/programs/degree-programs/ba-economics/","65","Minimum Only","","30-1","65","","30-1","50","","50.0","","50.0","","","","","Four","Groups A, B, C, or D","","","","","","","",""
"MacEwan","English","Other","Active","https://calendar.macewan.ca/programs/degree-programs/ba-english/","65","Minimum Only","","30-1","65","","30-1","50","","50.0","","50.0","","","","","Four","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Sociology","Other","Active","https://calendar.macewan.ca/programs/degree-programs/ba-sociology/","65","Minimum Only","","30-1","65","","30-1","50","","50.0","","50.0","","","","","Four","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Design","Other","Active","https://calendar.macewan.ca/programs/degree-programs/bdes-design/","65","Minimum Only","2","30-1 or 30-2","65","","","50","","50.0","","50.0","","","","","Four","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Speech Language Pathologist Assistant","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/speech-language-pathologist-assistant/","65","Minimum Only","","30-1 or 30-2","65","","","50","","50.0","","50.0","","","","","Four","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Travel and Tourism","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/travel/","65","Minimum Only","","30-1 or 30-2","65","","","50","","50.0","","50.0","","","","","Four","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Asia Pacific Management","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/asia-pacific-management/","65","Minimum Only","","30-1","65","","30-1 or 30-2","50","","50.0","","50.0","","","","","Three","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Paralegal Studies","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/paralegal-studies/","65","Minimum Only","","30-1","65","","30-1 or 30-2","50","","50.0","","50.0","","","","","Three","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Community Justice and Corrections","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/community-justice-and-corrections/","65","Minimum Only","","30-1 or 30-2","65","","","50","","50.0","","50.0","","","","","Three","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Early Childhood Curriculum Studies (BECCS)","Other","Active","https://calendar.macewan.ca/programs/degree-programs/beccs-early-childhood-curriculum-studies/","65","Minimum Only","","30-1 or 30-2","65","","","50","30-1","50.0","","50.0","","","","","Three","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Emergency Communications and Response","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/emergency-communications-response/","65","Minimum Only","","30-1 or 30-2","65","","","50","","50.0","","50.0","","","","","Three","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Human Resources Management","Other","Active","https://calendar.macewan.ca/programs/degree-programs/bcom-human-resources-management/","65","Minimum Only","","30-1 or 30-2","65","","","50","","50.0","","50.0","","","","","Three","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Business Management","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/business-management-diploma/","65","Minimum Only","","30-1 or 30-2","65","","30-1 or 30-2","50","","50.0","","50.0","","","","","Three","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Insurance and Risk Management","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/insurance-risk-management/","65","Minimum Only","","30-1 or 30-2","65","","30-1 or 30-2","50","","50.0","","50.0","","","","","Three","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Acupuncture","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/acupuncture/","60","Minimum Only","","30-1 or 30-2","65","","","50","","50.0","Bio 30, Chem 30, Sci 30","50.0","","","","","Two","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Office Assistant - Administrative major","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/office-assistant-administrative/","60","Minimum Only","","30-1 or 30-2","65","","","50","","50.0","","50.0","","","","","Two","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Office Assistant - Legal major","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/office-assistant-legal/","60","Minimum Only","","30-1 or 30-2","65","","","50","","50.0","","50.0","","","","","Two","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Office Assistant - Medical major","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/office-assistant-medical/","60","Minimum Only","","30-1 or 30-2","65","","","50","","50.0","","50.0","","","","","Two","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Educational Assistant","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/educational-assistant/","65","Minimum Only","","30-1 or 30-2","65","","","50","","50.0","","50.0","","","","","Two","Groups A, B, C, or D","","","","","","","",""
"MacEwan","Physical Therapist Assistant / Occupational Therapist Assistant","Other","Active","https://calendar.macewan.ca/programs/certificates-diplomas/physical-occupational-therapist-assistant/","65","Minimum Only","","30-1 or 30-2","65","","","50","","50.0","Bio 30","50.0","","","","","Two","Groups A, B, C, or D","","","","","","","",""
"UAlberta","Business (Preprofessional Entry)","Other","Active","","70","Not direct-entry to BCom","","English Language Arts 30-1","50","No","","","","","","","","","","","Four","Groups A, B, or C","","","","","notes: BCom admission is typically after a preprofessional year; this row checks baseline UAlberta high-school admission only","Yes","No",""
"UAlberta","Engineering (First-Year)","Degree","Active","","80","80%+ in recent years","","English Language Arts 30-1","50","No","Mathematics 30-1 and Mathematics 31","50","","","","50","","Yes","Yes","","0","","","","","","notes: Minimum admission average is set annually; past several years ~80% or above (verify current)","Yes","No",""
"UAlberta","Kinesiology (BScKin) (First-Year)","Degree","Active","","70","Competitive varies by year","","English Language Arts 30-1","60","No","Mathematics 30-1","50","","","Biology 30, Physical Education 30, Recreation Leadership (Advanced Level CTS)","50","","Yes","Yes","","0","","","","","","notes: Requires Chemistry 30 and Physics 30 plus 1 of Biology 30/PE 30/REC-CTS (verify current)","Yes","No",""
"NAIT","Pre-Apprenticeship Courses","Apprenticeship","Active","https://www.nait.ca/nait/continuing-education/programs/pre-apprenticeship-courses","","Employer Required","","Grade 10-12 Equivalent","50.0","","Grade 10 Equivalent","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Advanced Healthcare Leadership","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/advanced-healthcare-leadership","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Advanced Machining Centre Programming - Milling","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/mach206-advanced-machining-centre-programming","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Advanced Turning Centre Programming - Lathe","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/mach306-advanced-turning-centre-programming","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Agentic AI Foundation","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/agentic-ai-foundation","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","AI and Data Governance for Innovation and Impact","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/ai-and-data-governance-certificate","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Animation (Area of Emphasis)","Certificate","Active","https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/animation","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Apple iOS iPhone/iPad Mobile Developer","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/apple-ios-iphone-ipad-mobile-developer-certificate","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","AWS Academy Cloud","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/computer-training-centre/aws-academy-cloud-foundations","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Basic Machine Centre Programming - Milling","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/mach204-basic-machine-centre-programming","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Basic Turning Centre Programming - Lathe","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/mach304-basic-turning-centre-programming","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Blockchain Smart Contract","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/blockchain-smart-contract","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Building a stronger foundation for construction to grow and succeed - Giving","Certificate","Active","","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","C/C++ Programming Language","Certificate","Active","https://www.nait.ca/coned/c-cpp-programming-language","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Canadian Registered Safety Technician (CRST)","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/canadian-registered-safety-technician","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","CLA: Programming Essentials in C","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/cctp135-cla-programming-essentials-in-c","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Clean Energy","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/clean-energy","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Construction Leadership and Supervision (CLS)","Certificate","Active","https://www.nait.ca/coned/construction-leadership-and-supervision-program","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Core Programming","Certificate","Active","https://www.nait.ca/coned/core-programming","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","CPA: Programming Essentials in C++","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/cctp136-cpa-programming-essentials-in-c","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Digital Cinema (Area of Emphasis)","Certificate","Active","https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/digital-cinema","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Drone Training","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/drone-training-certificate","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Energy Process Operator","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/energy-process-operator","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Equity, Diversity, and Inclusion","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/equity-diversity-and-inclusion","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Full Stack Development Bootcamp","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/full-stack-development","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Fundamentals of Cloud Programming","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/cctb673-fundamentals-of-cloud-programming","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Game Design (Area of Emphasis)","Certificate","Active","https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/game-design","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Game Programming (Area of Emphasis)","Certificate","Active","https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/game-programming","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Generative AI: From Concepts to Real-World Solution","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/generative-ai-from-concepts-to-real-world-solutio","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","geoLOGIC enhances students’ real-world skills and job prospects - Giving","Certificate","Active","","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Home Inspection Training Program: Air Conditioning and Heat Pumps","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/insp204-home-inspection-training-program-air-condi","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Home Inspection Training Program: Communication and Professional Practice","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/insp101-home-inspection-training-program-communica","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Home Inspection Training Program: Electrical","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/insp201-home-inspection-training-program-electrica","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Home Inspection Training Program: Exterior","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/insp104-home-inspection-training-program-exterior","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Home Inspection Training Program: Heating I","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/insp202-home-inspection-training-program-heating-i","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Home Inspection Training Program: Heating II","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/insp203-home-inspection-training-program-heating-i","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Home Inspection Training Program: Insulation and Interior","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/insp103-home-inspection-training-program-insulatio","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Home Inspection Training Program: Plumbing","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/insp205-home-inspection-training-program-plumbing","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Home Inspection Training Program: Roofing","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/insp105-home-inspection-training-program-roofing","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Home Inspection Training Program: Structure","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/insp102-home-inspection-training-program-structure","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","ICON Student Managed Investment Fund","Certificate","Active","https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/experiential-learning/icon-student-managed-investment-fund","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","IGNITE Program","Certificate","Active","https://www.nait.ca/nait/student-life/clubs-groups-community/nisohkamatotan-centre/the-prospective-aboriginal-youth-program","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Intermediate Machine Centre Programming - Milling","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/mach205-intermediate-machine-centre-programming","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Intermediate Turning Centre Programming - Lathe","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/mach305-intermediate-turning-centre-programming","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","International Society of Automation Courses","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/international-society-of-automation","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Introduction to CNC Programming","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/iacc106-introduction-to-cnc-programming","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Introduction to Programming","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/cctp10-introduction-to-programming","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Introduction to Reforestation","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/introduction-to-reforestation","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","IT System Administration (Area of Emphasis)","Certificate","Active","https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/it-system-administration","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Logo Design and Visual Identity","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/logo-design","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Machine Learning and Artificial Intelligence Bootcamp","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/machine-learning-and-artificial-intelligence","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Mastering Power BI","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/mastering-power-bi","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Mental Health and Well-Being","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/mental-health-and-well-being","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Microsoft Full-Stack Web Developer","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/microsoft-full-stack-web-developer-certificate","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","National Payroll Institute Designation Programs","Certificate","Active","https://www.nait.ca/coned/national-payroll-institute-program","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Network Security","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/network-security-certificate","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Nokia Bell Labs 5G Certification","Certificate","Active","https://www.nait.ca/nait/corporate-continuing-education/programs/nokia-bell-labs-5g-certification","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","n-Tier Development Programming Architecture","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/cctb140-n-tier-development-programming-architect","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Open Studies Pathway (School of Health and Life Sciences)","Certificate","Active","https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/open-studies-pathway","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Outreach and Well-being Leaders (OWLs) Program","Certificate","Active","https://www.nait.ca/nait/student-life/clubs-groups-community/outreach-and-well-being-leaders-program","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Outreach and Well-being Leaders Engagement Team (OWLET)","Certificate","Active","https://www.nait.ca/nait/student-life/clubs-groups-community/outreach-and-well-being-leaders-program/outreach-and-well-being-leaders-engagement-team","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Partnership helps build careers in trades and technology - Giving","Certificate","Active","","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Payroll Professional Program","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/cpay500-payroll-professional-program","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Point-of-Care Ultrasound (POCUS)","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/point-of-care-ultrasound-(pocus)","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Professional Development for Real Estate Professionals","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/real-estate-professional-development","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Programmable Logic Controller Level I","Certificate","Active","https://www.nait.ca/coned/programmable-logic-controller","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Programmable Logic Controller Level II","Certificate","Active","https://www.nait.ca/coned/programmable-logic-controller-ii","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Programming Python Web Applications","Certificate","Active","https://www.nait.ca/nait/continuing-education/courses/cctp21-programming-python-web-applications","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Python Developer","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/python-developer","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Quantum for Engineers","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/quantum-for-engineers","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Quantum for Executives","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/quantum-for-executives","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Real Estate Licensing Alberta","Certificate","Active","https://www.nait.ca/nait/continuing-education/programs/real-estate-licensing-alberta-(rela)","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
"NAIT","Sandvik Coromant and NAIT continue to shape future of machining - Giving","Certificate","Active","","60.0","Minimum Only","","English 30-2","50.0","Yes","Math 20-2","50","","","","50.0","No","No","No","No","","","No","No","No","No","","","",""
