institution,program_name,credential,source_url,decision,reason_code,rule_source,stage,evidence_notes
NAIT,All other NAIT programs,,https://www.nait.ca/nait/admissions/applying-to-nait/entrance-requirements/english-language-proficiency/formal-assessment/all-other-nait-programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Alumni profile: Clifton Lofthaug,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/beyond-the-classroom/students/alumnus-profile-clifton-lofthaug,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Alumni profile: Jesse Tutt,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/beyond-the-classroom/students/alumni-profile-jesse-tutt,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Alumni profile: Nicole Dunlop,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/beyond-the-classroom/students/alumnus-profile-nicole-dunlop,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Animation (Area of Emphasis),,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/animation,drop,dropped_blocked_url,blocked_url_patterns,index_filter,"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Apple iOS iPhone/iPad Mobile Developer,Certificate of Achievement,https://www.nait.ca/nait/continuing-education/programs/apple-ios-iphone-ipad-mobile-developer-certificate,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['Specific admission requirements are not listed in the provided text.']
NAIT,Apprentice Sponsorship,,https://www.nait.ca/nait/schools-programs/forms/apprentice-sponsorship,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Apprenticeship Pathways,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/apprenticeship-pathways,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Artisanal Food Market,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/artisanal-food-market,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Bachelor of Business Administration (BBA) Co-operative Education,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/experiential-learning/bachelor-of-business-administration-co-op-educatio,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,['Specific high school grades are not listed in the text as it is a co-op option for current students.']
NAIT,Basic Machine Centre Programming - Milling,Course / part of Computer Numerical Control (CNC) Certificate,https://www.nait.ca/nait/continuing-education/courses/mach204-basic-machine-centre-programming,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Basic Turning Centre Programming - Lathe,Course / part of Computer Numerical Control (CNC) Certificate,https://www.nait.ca/nait/continuing-education/courses/mach304-basic-turning-centre-programming,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Be Future Ready Form,,https://www.nait.ca/nait/schools-programs/forms/be-future-ready-form,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Become a Certified Digital Marketing Professional,,https://www.nait.ca/online-digital-marketing-program,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,"['not a program page', 'access error: text only contains boilerplate cookie policy']"
NAIT,Before Your Student Applies,,https://www.nait.ca/nait-authorized-agents/credit-program-students/before-your-student-applies,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Blockchain Smart Contract,,https://www.nait.ca/nait/continuing-education/programs/blockchain-smart-contract,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Breast Sonography,Certificate,https://www.nait.ca/nait/continuing-education/programs/breast-sonography,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['Specific admission requirements like high school grades are not listed in the text.']
NAIT,Business Continuity Management Program (BCMP) Sustainment,Course / part of Business Continuity Certificate or Business Risk Management,https://www.nait.ca/nait/continuing-education/courses/cdem306-business-continuity-management-program-(bc,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Business Degree and Diploma Programs,,https://www.nait.ca/schools/jrssb/programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Business Innovation Showcase,,https://www.nait.ca/nait/business-industry/mawji-centre/events-programs/business-innovation-showcase,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Business Innovation Showcase,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre/events-programs/business-innovation-showcase,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Business Risk Management,,https://www.nait.ca/nait/continuing-education/programs/business-risk-management,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,C/C++ Programming Language,,https://www.nait.ca/coned/c-cpp-programming-language,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,"['This is a Continuing Education listing for courses (CCTP135, CCTP136).']"
NAIT,CLA: Programming Essentials in C,Course / part of C/C++ Programming Language group,https://www.nait.ca/nait/continuing-education/courses/cctp135-cla-programming-essentials-in-c,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,CPA: Programming Essentials in C++,Course / part of C/C++ Programming Language group,https://www.nait.ca/nait/continuing-education/courses/cctp136-cpa-programming-essentials-in-c,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Canadian Registered Safety Technician (CRST),,https://www.nait.ca/nait/continuing-education/programs/canadian-registered-safety-technician,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['Specific academic prerequisites are not listed in the text.']
NAIT,Career Mentorship,,https://www.nait.ca/nait/student-life/clubs-groups-community/peer-mentorship-program/career-mentorship,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Ceremony Schedule by Program,,https://www.nait.ca/nait/student-life/graduation-convocation/about-the-convocation-ceremony/ceremony-schedule-by-program,drop,dropped_blocked_name,blocked_name_patterns,index_filter,
NAIT,Certified Risk Management Professional (CRMP),,https://www.nait.ca/nait/continuing-education/programs/certified-risk-management-professional,drop,dropped_blocked_url,blocked_url_patterns,index_filter,"[""The provided text refers to 'eligibility requirements' but does not list them.""]"
NAIT,Chef in Residence,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/chef-in-residence,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Choosing Your NAIT Program,,https://www.nait.ca/nait/admissions/programs/choosing-your-nait-program,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Clean Energy,,https://www.nait.ca/nait/continuing-education/programs/clean-energy,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Club Culinaire,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/club-culinaire,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Competitive Entrance,,https://www.nait.ca/nait/admissions/applying-to-nait/entrance-requirements/how-does-nait-evaluate-my-application/competitive-entrance-programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Computer Software Development (Area of Emphasis),,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/computer-software-development,drop,dropped_blocked_url,blocked_url_patterns,index_filter,"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Construction Leadership and Supervision (CLS),Certificate,https://www.nait.ca/coned/construction-leadership-and-supervision-program,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,['Specific admission requirements are not listed in the provided text.']
NAIT,Continuing Education Programs & Courses,,https://www.nait.ca/coned/career-programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Continuing Education Programs & Courses,,https://www.nait.ca/continuing-education/programs-and-courses,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Continuing Education Programs & Courses,,https://www.nait.ca/nait/continuing-education/programs-and-courses/business-leadership,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Continuing Education Programs & Courses,,https://www.nait.ca/nait/continuing-education/programs-and-courses/construction-trades-and-manufacturing,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Continuing Education Programs & Courses,,https://www.nait.ca/nait/continuing-education/programs-and-courses/energy-and-environment,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Continuing Education Programs & Courses,,https://www.nait.ca/nait/continuing-education/programs-and-courses/health,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Continuing Education Programs & Courses,,https://www.nait.ca/nait/continuing-education/programs-and-courses/how-to-register-for-non-credit-programs-and-course,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Continuing Education Programs & Courses,,https://www.nait.ca/nait/continuing-education/programs-and-courses/productivity-and-project-management,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Core Programming,,https://www.nait.ca/coned/core-programming,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,['Specific admission requirements are not listed in the provided text.']
NAIT,Corporate Training Inquiry,,https://www.nait.ca/nait/continuing-education/programs-and-courses/how-to-register-for-non-credit-programs-and-course/group-registration-and-corporate-training,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Credit Program Students,,https://www.nait.ca/nait-authorized-agents/credit-program-students,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Culinary Arts and Professional Food Studies,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Culinary Programs,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/culinary-programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Dental and Denture Clinic,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/dental-and-denture-clinic,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Digital Cinema (Area of Emphasis),,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/digital-cinema,drop,dropped_blocked_url,blocked_url_patterns,index_filter,"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Digital Marketing,Professional Certificate,https://www.nait.ca/coned/digital-marketing-program,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,['Specific admission requirements are not listed in the provided text.']
NAIT,Digital Marketing Associate Tracks,,https://www.nait.ca/nait/continuing-education/programs/digital-marketing-associate-tracks,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['Specific admission requirements are not listed in the provided text.']
NAIT,Digital Marketing Professional Certification,,https://www.nait.ca/nait/continuing-education/programs/digital-marketing-professional-certification,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['Specific admission requirements are not listed in the provided text.']
NAIT,Digital Marketing Specialist,,https://www.nait.ca/nait/continuing-education/programs/digital-marketing-specialist,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['Specific admission requirements are not listed in the provided text.']
NAIT,Driving Net Zero,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/industry-engagement/news-and-events/driving-net-zero,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Drone Training,Certificate of Completion,https://www.nait.ca/nait/continuing-education/programs/drone-training-certificate,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Emergency Medical Responder (EMR),,https://www.nait.ca/nait/continuing-education/forms/emr-program-completion,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is an application form for program completion.']
NAIT,Energy Process Operator,Certificate,https://www.nait.ca/nait/continuing-education/programs/energy-process-operator,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Engineering Students to Craft Rope Suspension Bridges across Whitemud Creek,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/beyond-the-classroom/students/engineering-students-to-craft-rope-suspension-brid,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,English Summer Language Program,Certificate of Completion,https://www.nait.ca/nait/marketing/english-summer-language-program,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['Academic grades are not required for this program.'] | not a program page
NAIT,Entrepreneurship Blue Book Program,,https://www.nait.ca/nait/business-industry/mawji-centre/events-programs/entrepreneurial-blue-book-program,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Entrepreneurship Blue Book Program,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre/events-programs/entrepreneurial-blue-book-program,drop,dropped_blocked_url,blocked_url_patterns,index_filter,"['This is an extracurricular/mentorship program, not a standard degree admission.']"
NAIT,Entrepreneurship and Business Management,,https://www.nait.ca/nait/continuing-education/programs/entrepreneurship,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,"Equity, Diversity, and Inclusion",Certificate,https://www.nait.ca/nait/continuing-education/programs/equity-diversity-and-inclusion,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Explore your options,,https://www.nait.ca/schools-programs/explore,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,FAQ - Applying to a Program at NAIT,,https://www.nait.ca/nait/contact/faq/applying-to-a-program-at-nait,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page'] | not a program page
NAIT,Find a Program,,https://www.nait.ca/nait/admissions/programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Fitness & Recreation Programs,,https://www.nait.ca/nait/student-life/health-well-being/fitness-programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Full Stack Development Bootcamp,,https://www.nait.ca/nait/continuing-education/programs/full-stack-development,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Fundamentals of Cloud Programming,Course / part of Data Engineer Certificate,https://www.nait.ca/nait/continuing-education/courses/cctb673-fundamentals-of-cloud-programming,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Game Design (Area of Emphasis),,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/game-design,drop,dropped_blocked_url,blocked_url_patterns,index_filter,"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Game Programming (Area of Emphasis),,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/game-programming,drop,dropped_blocked_url,blocked_url_patterns,index_filter,"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Generative AI: From Concepts to Real-World Solution,,https://www.nait.ca/nait/continuing-education/programs/generative-ai-from-concepts-to-real-world-solutio,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['Specific academic prerequisites are not listed in the text.']
NAIT,Get hands-on with NAIT programs at Open House,,https://www.nait.ca/nait/about/newsroom/2018/get-hands-on-with-nait-programs-at-open-house,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page'] | not a program page
NAIT,Glossary of NAIT Terms - MyNAIT,,https://www.nait.ca/nait-authorized-agents/credit-program-students/definition-of-nait-terms,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Guest Chef in Residence 2024,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/department-of-culinary-arts-and-professional-food/chef-in-residence/guest-chefs-in-residence-2024,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Hazard Assessment Program,,https://www.nait.ca/nait/student-life/on-campus/health-services/hazard-assessment-program,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Health Science,,https://www.nait.ca/nait/admissions/applying-to-nait/entrance-requirements/english-language-proficiency/formal-assessment/most-health-science-programs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Home Inspection Training Program: Air Conditioning and Heat Pumps,Course / part of Home Inspection Certificate,https://www.nait.ca/nait/continuing-education/courses/insp204-home-inspection-training-program-air-condi,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Home Inspection Training Program: Communication and Professional Practice,Course / part of Home Inspection Certificate,https://www.nait.ca/nait/continuing-education/courses/insp101-home-inspection-training-program-communica,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Home Inspection Training Program: Electrical,Course / part of Home Inspection Certificate,https://www.nait.ca/nait/continuing-education/courses/insp201-home-inspection-training-program-electrica,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Home Inspection Training Program: Exterior,Course / part of Home Inspection Certificate,https://www.nait.ca/nait/continuing-education/courses/insp104-home-inspection-training-program-exterior,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Home Inspection Training Program: Heating I,Course / part of Home Inspection Certificate,https://www.nait.ca/nait/continuing-education/courses/insp202-home-inspection-training-program-heating-i,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Home Inspection Training Program: Heating II,Course / part of Home Inspection Certificate,https://www.nait.ca/nait/continuing-education/courses/insp203-home-inspection-training-program-heating-i,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Home Inspection Training Program: Insulation and Interior,Course / part of Home Inspection Certificate,https://www.nait.ca/nait/continuing-education/courses/insp103-home-inspection-training-program-insulatio,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Home Inspection Training Program: Plumbing,Course / part of Home Inspection Certificate,https://www.nait.ca/nait/continuing-education/courses/insp205-home-inspection-training-program-plumbing,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Home Inspection Training Program: Roofing,Course / part of Home Inspection Certificate,https://www.nait.ca/nait/continuing-education/courses/insp105-home-inspection-training-program-roofing,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Home Inspection Training Program: Structure,Course / part of Home Inspection Certificate,https://www.nait.ca/nait/continuing-education/courses/insp102-home-inspection-training-program-structure,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Homeschool Students Form,,https://www.nait.ca/nait/schools-programs/forms/homeschool-students-form,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,How To Apply,,https://www.nait.ca/nait-authorized-agents/credit-program-students/how-to-apply,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,ICON Student Managed Investment Fund,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/experiential-learning/icon-student-managed-investment-fund,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,"['This is a student club/fund, not a standard degree program entry.']"
NAIT,IGNITE Program,,https://www.nait.ca/nait/student-life/clubs-groups-community/nisohkamatotan-centre/the-prospective-aboriginal-youth-program,keep,kept_legacy_allowlist,legacy_allowlist,index_filter,"['This is an engagement/orientation program, not a credit-granting academic program.']"
NAIT,IT Business Analysis (Area of Emphasis),,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/it-business-analysis,drop,dropped_blocked_url,blocked_url_patterns,index_filter,"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,IT System Administration (Area of Emphasis),,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/walkthroughs/dmit-areas-of-emphasis/it-system-administration,drop,dropped_blocked_url,blocked_url_patterns,index_filter,"[""This is an 'area of emphasis' description for the Digital Media and IT program. No specific admission requirements listed.""]"
NAIT,Implementing a Crisis Management Program,Course / part of Advanced Healthcare Leadership or Crisis Management Essentials Certificate,https://www.nait.ca/nait/continuing-education/courses/cdem605-implementing-a-crisis-management-program,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Industry Engagement,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/industry-engagement,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Industry Engagement,,https://www.nait.ca/nait/schools-programs/school-of-construction-and-building-sciences/industry-engagement,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Industry Engagement,,https://www.nait.ca/nait/schools-programs/school-of-energy-and-natural-resources/industry-engagement,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Industry Engagement,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/industry-engagement,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Industry Engagement,,https://www.nait.ca/nait/schools-programs/school-of-manufacturing-automation/industry-engagement,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Industry Engagement,,https://www.nait.ca/nait/schools-programs/school-of-media-and-information-technology/industry-engagement,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Industry Engagement,,https://www.nait.ca/nait/schools-programs/school-of-transportation/industry-engagement,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Innovation Challenge,,https://www.nait.ca/nait/business-industry/mawji-centre/events-programs/innovation-challenge,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Innovation Challenge,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre/events-programs/innovation-challenge,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Interior Design Business Tools,,https://www.nait.ca/nait/continuing-education/programs/interior-design-entrepreneurship,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Intermediate Machine Centre Programming - Milling,Course / part of Computer Numerical Control (CNC) Certificate,https://www.nait.ca/nait/continuing-education/courses/mach205-intermediate-machine-centre-programming,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Intermediate Turning Centre Programming - Lathe,Course / part of Computer Numerical Control (CNC) Certificate,https://www.nait.ca/nait/continuing-education/courses/mach305-intermediate-turning-centre-programming,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,International Peer Group,,https://www.nait.ca/nait/student-life/clubs-groups-community/peer-mentorship-program/international-peer-mentors,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,International Society of Automation Courses,,https://www.nait.ca/nait/continuing-education/programs/international-society-of-automation,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,International Student Program Changes,,https://www.nait.ca/nait/international/immigration-visa-requirements/international-student-program-changes,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Interprofessional Education,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/interprofessional-education,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Introduction to CNC Programming,"Course / part of Industrial Automation and Controls or Robotics, Automation and Control Certificate",https://www.nait.ca/nait/continuing-education/courses/iacc106-introduction-to-cnc-programming,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Introduction to Programming,Course / part of Core Programming or Python Developer,https://www.nait.ca/nait/continuing-education/courses/cctp10-introduction-to-programming,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['This is a course-level page.']
NAIT,Introduction to Reforestation,Certificate,https://www.nait.ca/nait/continuing-education/programs/introduction-to-reforestation,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,JR Shaw,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business-old/jrssb-news-and-events/jr-shaw,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,JR Shaw School of Business,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,"JR Shaw School of Business Info Session - June 27, 2023",,https://www.nait.ca/nait/schools-programs/forms/nait-campus-tours-registration-june-23-2023-(1),drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Jill of All Trades,,https://www.nait.ca/nait/schools-programs/office-of-apprenticeship/jill-of-all-trades,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Join the ICON team,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/experiential-learning/icon-student-managed-investment-fund/icon-club-contact-form,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Logo Design and Visual Identity,Certificate,https://www.nait.ca/nait/continuing-education/programs/logo-design,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Machine Learning and Artificial Intelligence Bootcamp,,https://www.nait.ca/nait/continuing-education/programs/machine-learning-and-artificial-intelligence,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
NAIT,Mastering Power BI,Certificate,https://www.nait.ca/nait/continuing-education/programs/mastering-power-bi,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['Specific academic prerequisites are not listed in the text.']
NAIT,Materials Testing Labs,,https://www.nait.ca/nait/schools-programs/school-of-applied-sciences-and-technology/beyond-the-classroom/locations/materials-testing-labs,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Mature Student Form,,https://www.nait.ca/nait/schools-programs/forms/mature-student-form,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Mawji Centre for New Venture and Student Entrepreneurship,,https://www.nait.ca/nait/schools-programs/jr-shaw-school-of-business/mawji-centre,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Mawji Centre for New Venture and Student Entrepreneurship,,https://www.nait.ca/nait/schools-programs/school-of-health-and-life-sciences/industry-engagement/news-and-events/entrepreneurship,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Mawji Student Ambassador Program,,https://www.nait.ca/nait/business-industry/mawji-centre/events-programs/student-ambassador-program,drop,dropped_evidence_non_program,evidence_not_program_tokens,index_filter,['not a program page']
NAIT,Mental Health and Well-Being,,https://www.nait.ca/nait/continuing-education/programs/mental-health-and-well-being,drop,dropped_blocked_url,blocked_url_patterns,index_filter,['No specific admission requirements listed in the provided text.']
